225,1,0,10,Thursday,October,Agency Management,,Track B,,Scott Hendison,default,,,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,,,,3,,,,1;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,pubcon90
236,0,9,10,Thursday,October,Morning Introduction,,Exhibit Hall,,,Grid-Info,,What is going on at Pubcon today?,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562941630,brett_tabke,,1,,,,;1;1;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1435589152-;1440420551-;1440420601-;1444759785-;1458229070-brett_tabke;1464197627-brett_tabke;1473962210-brett_tabke;1498569018-brett_tabke;1540586139-brett_tabke;1562941617-brett_tabke;1562941630-brett_tabke;,pubcon90
237,0,57,9,Wednesday,October,Exhibitor Bingo Prize Drawing - In Salon A,,Exhibit Hall,,,Grid-Info,,Join us as we give away thousands in products! Including last minute door prizes.,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1540585805,brett_tabke,,0,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1435592756-;1435753366-;1435753381-;1435753387-;1435753405-;1435754222-;1436448545-;1436454763-;1436454777-;1436454860-;1436454867-;1436454897-;1436454905-;1436454917-;1436454990-;1436454993-;1436964440-;1444759788-;1458249994-brett_tabke;1461850265-brett_tabke;1462712906-brett_tabke;1463741784-brett_tabke;1463741833-brett_tabke;1463741853-brett_tabke;1540581391-brett_tabke;1540581405-brett_tabke;1540583408-brett_tabke;1540583414-brett_tabke;1540583418-brett_tabke;1540585782-brett_tabke;1540585805-brett_tabke;,pubcon90
312,1,38,10,Thursday,October,"Schema, Featured Snippets, and Structured Data",,Salon A,,Joe Laratro,extra2,,"Google has been unleashing knowledge panels, featured snippets (aka ""answer boxes""), and rich lists in the search results at a rapid rate. However, many websites are discovering that they are losing some of the easy traffic they received from Google due to the information provided by these featured snippets. <p>Look at multiple ways that Google is presenting ""no click needed"" data, both from standard results and things we have seen them testing out. Think about ways sites (with examples) can combat the loss of traffic not only by grabbing the featured snippet boxes from competitors, but also by encouraging the click-throughs from those boxes.",Main stage spotlight talk.,William Slawski,,,,,1,1,,,,,on,,,,,,,on,,,,,,,,,,,,,https://www.pubcon.com/images/bill-slawski-pubcon-seo-by-the-sea.png,,,1562875389,brett_tabke,,1,,,,1;;1;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1548875648-brett_tabke;1548875666-brett_tabke;1549896254-brett_tabke;1553006534-brett_tabke;1553006798-brett_tabke;1558036628-seoaware;1561423323-brett_tabke;1562079461-brett_tabke;1562079524-brett_tabke;1562692592-gena_tabery;1562875389-brett_tabke;,pubcon90
324,1,58,9,Wednesday,October,In-house SEO: Managing Teams and Departments,,Salon C,,Keith Goode,default,,"Do you know what to look for in candidates as you build and train an in-house online marketing team? Learn what you should be looking for, the elements of building a successful team, and how to keep in-house search operations running smoothly. Learn how to build a team poised to deliver results.",bill hunt<br>,Peter Leshaw,Matt Cullen,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562874954,brett_tabke,,2,,,,1;;1;1;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1547132820-brett_tabke;1547132866-brett_tabke;1553001419-brett_tabke;1553521999-brett_tabke;1553522006-brett_tabke;1553522011-brett_tabke;1557949062-seoaware;1562690510-gena_tabery;1562781282-brett_tabke;1562851301-brett_tabke;1562874954-brett_tabke;,pubcon90
325,1,52,10,Thursday,October,Winning in the Web of Reviews,,Salon C,,Michael Stebbins,default,,"We all know reviews impact buying decisions, build or erode trust, and heavily influence sales. However, having a winning review strategy isn't an easy task. <p>Understand all the different aspects and considerations a business needs to consider when creating a review strategy that is helpful, results in new customers, and is also considered ethical by the search engines. Learn what to do and what not do.",,Thomas Ballantyne,Jason Brown,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562875132,brett_tabke,,2,,,,1;;1;1;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1552881254-brett_tabke;1552915764-brett_tabke;1557953820-seoaware;1562691220-gena_tabery;1562790502-brett_tabke;1562790502-brett_tabke;1562793513-brett_tabke;1562875132-brett_tabke;,pubcon90
333,1,28,9,Wednesday,October,Smarter Content Marketing and Content KPIs,,Salon E,,Erik Stafford,default,,"Establishing a basis for measuring performance is key. It is a critical cornerstone of any content marketing program, strategy, and/or tactic. <p>Make your content work smarter. Strategies include content promotion, repurposing, taking content beyond blogs, setting KPIs, the proper ways to measure content marketing KPIs, the metrics to keep an eye on, and more. <br>",,Rob Garner,Casie Gillette,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562874813,brett_tabke,,2,,,,1;;1;1;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1551108614-brett_tabke;1551108646-brett_tabke;1552316868-brett_tabke;1552503331-brett_tabke;1552503336-brett_tabke;1557953359-seoaware;1562607143-brett_tabke;1562690576-gena_tabery;1562793308-brett_tabke;1562874813-brett_tabke;,pubcon90
337,1,35,10,Thursday,October,Facebook Advertising 2019 - What's New?,,Salon A,,Joe Laratro,extra2,,,throw me a description ;-) Main stage spotlight talk.,Marty Weintraub,,,,,1,1,,,,,on,,,,,,,on,,,,,,,,,,,,,https://www.pubcon.com/images/marty-aimclear-pubcon-weintraub.png,,,1562875410,brett_tabke,,1,,,,1;;1;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1551109675-brett_tabke;1551109695-brett_tabke;1551109706-brett_tabke;1551109720-brett_tabke;1551109737-brett_tabke;1553006802-brett_tabke;1561423317-brett_tabke;1562078904-brett_tabke;1562079523-brett_tabke;1562875395-brett_tabke;1562875410-brett_tabke;,pubcon90
342,0,2,7,Monday,October,Registration Open Platinum Attendees and Workshop Attendees,,South Hall Las Vegas Convention Center,,,Grid-Info,,Registration is open to full attendees.,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1540583595,brett_tabke,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1402966251-;1435590441-;1438277224-gena_tabery;1438278060-gena_tabery;1444759772-;1472816063-brett_tabke;1472816098-brett_tabke;1472816213-brett_tabke;1472816217-brett_tabke;1504106750-brett_tabke;1540583557-brett_tabke;1540583595-brett_tabke;,pubcon90
352,1,58,9,Wednesday,October,expo tear down,,Salon A,,,Grid-Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562793429,brett_tabke,,0,,,,1;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1540585865-brett_tabke;1562793429-brett_tabke;,pubcon90
354,1,27,10,Thursday,October,PWA - Progressive Web Apps,,Salon E,,Dawn Anderson,default,,"Everything you need to know about PWAs - Progressive Web Apps. Learn what they are, who needs them, the common misconceptions, what businesses need to avoid, and how marketers can optimize for them.",,Aleyda Solis,Chris Love,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562875180,brett_tabke,,2,,,,1;;1;1;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1553519726-brett_tabke;1554730126-brett_tabke;1555068838-brett_tabke;1558012216-seoaware;1562016382-brett_tabke;1562016410-brett_tabke;1562607379-brett_tabke;1562692212-gena_tabery;1562793335-brett_tabke;1562875180-brett_tabke;,pubcon90
401,1,35,10,Thursday,October,Search Intent and the Coming Machine-Learning Revolution,,Salon E,,Danny Goodwin,default,,"There is a lot of talk about intent-driven search, but just how are the latest developments in machine learning and natural language modeling such as Google's BERT contextual machine learning pre-trainer going to take this language (and therefore words context) to the next level? <p>BERT is thought to have been the biggest thing in machine learning in years because BERT can see far beyond the standard one direction context-window tools which machine learning programs (including Tensorflow) have used before to understand words meaning, and is causing a huge storm in the machine learning world.<p>Grasp the impact for SEO and how can we take the understanding of these new developments into consideration to future proof our SEO strategies in this next wave of machine learning.",,Dawn Anderson,Viola Eva,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562875188,brett_tabke,,2,,,,1;;1;1;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1555959707-brett_tabke;1558040495-seoaware;1562692486-gena_tabery;1562692504-gena_tabery;1562776098-gena_tabery;1562788924-brett_tabke;1562794316-brett_tabke;1562875188-brett_tabke;,pubcon90
406,1,66,8,Tuesday,October,Remarketing (RLSAs) and Custom Landing Pages,,Salon F,,Navah Hopkins,default,,"Advanced insights on remarketing sessions - including YouTube video remarketing and large-scale RLSA's, including:<li>Using YouTube ads to help identify your customers. <br><li >Video remarketing to help nurture potential customers along the customer journey. <br><li >The potential of scaling RLSA's and providing different landing page experiences. <br><li >Video to extend the life of remarketing audiences and how to profit at key dates. <br><li >Common mistakes and pitfalls to avoid. <br><li >Tools to use for measurement. <br>",,Kevin Adams,Steve Hammer,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1562874284,brett_tabke,,2,,,,1;;1;1;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1553519433-brett_tabke;1554730142-brett_tabke;1557873496-seoaware;1561918191-brett_tabke;1562690287-gena_tabery;1562690314-gena_tabery;1562690341-gena_tabery;1562690363-gena_tabery;1562690386-gena_tabery;1562774689-gena_tabery;1562797334-brett_tabke;1562850906-brett_tabke;1562874284-brett_tabke;,pubcon90
422,1,0,8,Tuesday,October,Organic SEO,,Track B,,Casie Gillette,default,,,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,,,,3,,,,1;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,pubcon90
423,1,0,9,Wednesday,October,In-house and Corporate SEO,,Track C,,Keith Goode,default,,,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,,,,3,,,,1;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,pubcon90
424,0,49,9,Wednesday,October,Exhibit Hall Networking Break,,Exhibit Hall,,,Grid-Info,,Join us in the exhibit hall for beverages and snacks.,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,1540585285,brett_tabke,,0,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1499772421-brett_tabke;1499772449-brett_tabke;1499773000-brett_tabke;1540585285-brett_tabke;,pubcon90
427,0,46,8,Tuesday,October,Keynote: Deep Learning at Microsoft's Bing,,Keynote Area - South Hall,,,Keynote Speech,,"Deep Learning everywhere! How search engines are moving fast from keywords to intent and from the 10 blue links to featured snippets - and there's no turning back!<p>There is no bigger tectonic shift in the world of search than the recent advances in deep learning. Thanks to large language models and word embeddings, search engines (like Bing) understand queries and documents better and better, going beyond keyword matching to fulfill searchers' intent.<p>In this session, Frederic Dubut and Maria Kang, Senior Program Managers in the Bing Web Ranking and Q and A teams, will dive deep into how deep learning is used concretely to make Bing better.<br>[ul][li]How Bing is enhancing search results with vector matching in addition to keyword matching, how you can help search engines understand what your site is about and why all things considered keywords are not quite dead... yet.[li]	How Bing is using large language models to generate highly relevant snippets for search queries (including featured snippets) and power innovative QnA experiences (such as multi-perspective answers), how featured snippets and web algo results interact with one another, and how you can structure and write your content to increase your chances to be featured in one of these experiences.[/ul]",Main stage solo spotlight talk.,Maria Kang,Frederic Dubut,,,,1,1,1,,,,on,,,,,,,on,,,,,,,,,,,,,https://www.pubcon.com/images/maria_kang-frederic_dubut.png,,,1563199615,brett_tabke,,2,,,,;1;1;1;;;;;;;;;;;;;;,1048,,,,,,,,,,,,,,,,,,,,,,,,1476972646-brett_tabke;1498653543-brett_tabke;1499342695-brett_tabke;1499605328-brett_tabke;1499605337-brett_tabke;1499606032-brett_tabke;1499606036-brett_tabke;1499606083-brett_tabke;1499606121-brett_tabke;1499702437-gena_tabery;1502461656-brett_tabke;1540579933-brett_tabke;1540580985-brett_tabke;1540584451-brett_tabke;1562793711-brett_tabke;1562793714-brett_tabke;1562854512-brett_tabke;1562854521-brett_tabke;1562854591-brett_tabke;1562854621-brett_tabke;1562854761-brett_tabke;1562854774-brett_tabke;1562854808-brett_tabke;1562854812-brett_tabke;1562875573-brett_tabke;1562875582-brett_tabke;1563199615-brett_tabke;,pubcon90
429,1,66,8,Tuesday,October,20/20 in 2020: Digital Marketing with Clarity,,Salon A,,Joe Laratro,extra2,,"Why do we still operate as though the marketing landscape isn't integrated? <p>Content/SEO works over here, paid search works over there, and paid social is in another zip code altogether. <p>We have built a marketing world full of ivory towers, where everyone protects their budget, and brands evaluate things in a vacuum. Paid media teams push all their chips into the middle of the table on their respectively-managed platforms and hope the attribution is ever in their favor.<p>How did this happen, what is happening because of it, and how do we fix it?<p>We go back to the beginning: we think like marketers.<p>Learn how to think about your digital marketing, both within the platform ecosystems and in larger ways with other disciplines. Leave with new ideas and perspectives on how to better plan budgets against truth north-star company initiatives, and leverage work already happening to further accelerate their results:<br><ul<br><li>	Make smart retargeting/remarketing your spearhead and acquire audiences with that as your end game.<br><li>	Take control of your brand with Madison Ave-level creative.<br><li>	Find winning messaging with the dual benefit of rapid-fire tests borne out of a structured plan.<br><li>	Integrate and unite your paid and non-paid strategies to increase your reach, platform, and ultimately site traffic and sales.<br></ul>",,Susan Wenograd,,,,,1,1,,,,,on,,,,,,,on,,,,,,,,,,,,,https://www.pubcon.com/images/susan-wenograd-pubcon-las-vegas.png,,,1562875554,brett_tabke,,1,,,,1;;1;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1552915438-brett_tabke;1552915579-brett_tabke;1552915586-brett_tabke;1553006785-brett_tabke;1557874209-seoaware;1561423292-brett_tabke;1562076422-brett_tabke;1562079522-brett_tabke;1562689706-gena_tabery;1562875554-brett_tabke;,pubcon90
437,1,36,8,Tuesday,October,On-Site Search Optimization,,Salon A,,Joe Laratro,default,,"Almost every website has some sort of internal search mechanism, yet research has shown that nearly 84% of companies don't actively improve or measure their on-site search. The ultimate irony is that search marketing focuses heavily on data-driven marketing, yet, for the most part, it ignores people who are already engaged and who are actively looking for something that they already think you have. Data shows that people who perform an on-site search are more likely to convert, are more likely to return and buy and are more likely to visit again.<p>This session will identify several of the most common failures in site-search and show attendees ways to either fix them or mitigate the frustration so customers can find what they are looking for.",Solo session on main stage :-),John Sherman,,,,,1,1,,,,,on,,,,,,,on,,,,,,,,,,,,,https://www.pubcon.com/images/jp-red-hat-sherman.png,,,1562874364,brett_tabke,,1,,,,1;;1;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,1554995600-brett_tabke;1558039889-seoaware;1562607810-brett_tabke;1562788808-brett_tabke;1562874364-brett_tabke;,pubcon90
440,1,0,10,Thursday,October,Amazon,,Track F,,,default,,,,,,,,,,,,,,,on,,,,,,,on,,,,,,,,,,,,,,,,,,,3,,,,1;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,pubcon90
